subject,customer_name,email_input,email_reply,category,tone,priority
Refund Request,User,I am unable to login to my account.,Your refund is being processed and will be completed within 5-7 business days.,Refund,Polite,Low
Login Issue,Customer,When will my refund be processed?,Thank you for reaching out. Please reset your password using the provided link.,General,Formal,Medium
Login Issue,Member,When will my refund be processed?,Thank you for reaching out. Please reset your password using the provided link.,Refund,Formal,Medium
Refund Request,Customer,When will my refund be processed?,Our support team will assist you shortly with your account issue.,Delivery,Polite,Low
Login Issue,User,I need help with my account.,We apologize for the delay. Our team is checking your order status.,General,Formal,Low
Account Support,Client,When will my refund be processed?,Your refund is being processed and will be completed within 5-7 business days.,Billing,Polite,High
Payment Problem,Member,When will my refund be processed?,Please provide more details so we can assist you with the payment issue.,Technical,Polite,High
Order Delay,Client,I am unable to login to my account.,Thank you for reaching out. Please reset your password using the provided link.,Refund,Polite,Low
Payment Problem,Client,When will my refund be processed?,Your refund is being processed and will be completed within 5-7 business days.,Refund,Polite,Medium
Refund Request,Member,My order has not been delivered yet.,Our support team will assist you shortly with your account issue.,Delivery,Formal,Medium
Order Delay,Client,I need help with my account.,Our support team will assist you shortly with your account issue.,General,Formal,Medium
Login Issue,Member,When will my refund be processed?,Our support team will assist you shortly with your account issue.,General,Formal,Medium
Refund Request,Customer,My order has not been delivered yet.,Your refund is being processed and will be completed within 5-7 business days.,Delivery,Polite,High
Order Delay,Customer,When will my refund be processed?,Your refund is being processed and will be completed within 5-7 business days.,Technical,Polite,High
Payment Problem,Customer,I need help with my account.,Your refund is being processed and will be completed within 5-7 business days.,Refund,Formal,High
Login Issue,Customer,I am facing payment issues.,Your refund is being processed and will be completed within 5-7 business days.,Refund,Formal,Low
Order Delay,Client,I am unable to login to my account.,Your refund is being processed and will be completed within 5-7 business days.,Billing,Polite,Medium
Account Support,User,I need help with my account.,Please provide more details so we can assist you with the payment issue.,Refund,Formal,Low
Refund Request,User,I am unable to login to my account.,Please provide more details so we can assist you with the payment issue.,Billing,Polite,Medium
Order Delay,Customer,I am facing payment issues.,Our support team will assist you shortly with your account issue.,Delivery,Formal,High
Account Support,Customer,I am facing payment issues.,Please provide more details so we can assist you with the payment issue.,Delivery,Formal,High
Order Delay,Member,I am unable to login to my account.,Your refund is being processed and will be completed within 5-7 business days.,Technical,Formal,High
Login Issue,Client,I am unable to login to my account.,Our support team will assist you shortly with your account issue.,Technical,Formal,High
Login Issue,User,I am facing payment issues.,Your refund is being processed and will be completed within 5-7 business days.,General,Polite,Low
Payment Problem,User,My order has not been delivered yet.,Thank you for reaching out. Please reset your password using the provided link.,Billing,Polite,Medium
Payment Problem,Customer,I am facing payment issues.,Your refund is being processed and will be completed within 5-7 business days.,General,Polite,Low
Order Delay,User,I am unable to login to my account.,Your refund is being processed and will be completed within 5-7 business days.,Technical,Formal,Low
Account Support,Member,I am unable to login to my account.,Our support team will assist you shortly with your account issue.,General,Polite,High
Login Issue,Client,My order has not been delivered yet.,Your refund is being processed and will be completed within 5-7 business days.,Technical,Polite,Medium
Order Delay,Member,I need help with my account.,Thank you for reaching out. Please reset your password using the provided link.,General,Formal,Low
